index,state,year,name,type,city,county,enroll,mmr,xmed,xper,lat,lng
50,Arizona,2018-19,Hollinger Elementary,Public,Tucson,Pima,44,100,0,0,32.1781162,-110.9702214
51,Arizona,2018-19,Howell Peter Elementary,Public,Tucson,Pima,48,100,2.08,0,32.2272299,-110.9055882
52,Arizona,2018-19,Huachuca Mountain Elementary,Public,Sierra Vista,Cochise,78,100,0,0,31.5096782,-110.2672116
53,Arizona,2018-19,Hunters Point Boarding,Private,St. Michaels,Apache,26,100,0,0,35.6457536,-109.0967274
54,Arizona,2018-19,Indian Oasis Primary,Public,Sells,Pima,91,100,0,0,31.916385,-111.8608734
55,Arizona,2018-19,Irene Erickson Elementary,Public,Tucson,Pima,79,100,1.27,0,32.1843822,-110.848132
56,Arizona,2018-19,Irene Lopez,Public,Phoenix,Maricopa,43,100,0,0,33.4039078,-112.0568123
57,Arizona,2018-19,Isaac E Imes,Public,Glendale,Maricopa,61,100,0,0,33.5341422,-112.1789395
58,Arizona,2018-19,J B Sutton Elementary,Public,Phoenix,Maricopa,108,100,0.93,0,33.4590034,-112.1252769
59,Arizona,2018-19,J Robert Hendricks Elementary,Public,Tucson,Pima,73,100,0,0,32.3243833,-111.03814
60,Arizona,2018-19,Jack L Kuban Elementary,Public,Phoenix,Maricopa,38,100,2.63,0,33.438936,-112.12818
61,Arizona,2018-19,Jeehdeez'A Academy (Low Mountain),Public,Low Mountain,Navajo,22,100,0,0,35.94028,-110.11278
62,Arizona,2018-19,Jefferson Elementary,Public,Mesa,Maricopa,56,100,0,0,33.412491,-111.679386
63,Arizona,2018-19,John E White Elementary,Public,Tucson,Pima,116,100,0,0,32.1516535,-111.0169697
64,Arizona,2018-19,Joseph Zito Elementary,Public,Phoenix,Maricopa,84,100,0,0,33.4725791,-112.1573211
65,Arizona,2018-19,Kenilworth Elementary,Public,Phoenix,Maricopa,58,100,0,0,33.4622141,-112.0805607
66,Arizona,2018-19,Kyrene De Las Brisas,Public,Chandler,Maricopa,94,100,0,0,33.3156917,-111.918836
67,Arizona,2018-19,La Paloma Academy - Lakeside,Charter,Tucson,Pima,105,100,0,0,32.1913846,-110.8188546
68,Arizona,2018-19,Laura N. Banks Elementary,Public,Tucson,Pima,40,100,0,0,32.1851247,-111.1409568
69,Arizona,2018-19,Legacy Traditional School - Northwest Tucson,Charter,Tucson,Pima,125,100,0,8.8,32.3603786,-111.0419077
70,Arizona,2018-19,Leupp Public,Public,Leupp,Coconino,22,100,0,0,35.2950103,-111.0090306
71,Arizona,2018-19,Lincoln Elementary,Public,Nogales,Santa Cruz,64,100,0,0,31.3440872,-110.9282253
72,Arizona,2018-19,Lineweaver Elementary,Public,Tucson,Pima,84,100,0,0,32.2144518,-110.9023251
73,Arizona,2018-19,Little Red Schoolhouse,Public,Nogales,Santa Cruz,21,100,0,0,31.3878269,-110.8719504
74,Arizona,2018-19,Longfellow Elementary,Public,Mesa,Maricopa,65,100,0,0,33.4086394,-111.7925107
75,Arizona,2018-19,Loretto Catholic,Private,Douglas,Cochise,21,100,9.52,0,31.3486835,-109.5431358
76,Arizona,2018-19,Los Ninos Elementary,Public,Tucson,Pima,60,100,0,0,32.1527553,-110.9082858
77,Arizona,2018-19,Lowell Elementary,Public,Mesa,Maricopa,66,100,1.52,0,33.4094124,-111.811552
78,Arizona,2018-19,Lynn Urquides Elementary,Public,Tucson,Pima,79,100,0,0,32.1764739,-110.9971263
79,Arizona,2018-19,Many Farms Community,Public,Many Farms,Apache,31,100,0,0,36.3658691,-109.6276344
80,Arizona,2018-19,Many Farms Public,Public,Chinle,Apache,57,100,0,0,36.3481408,-109.6175962
81,Arizona,2018-19,Mary C O'Brien Elementary,Public,Casa Grande,Pinal,22,100,0,0,32.893273,-111.567143
82,Arizona,2018-19,Mary Mcleod Bethune,Public,Phoenix,Maricopa,40,100,0,0,33.4343868,-112.0923315
83,Arizona,2018-19,Mccartney Ranch Elementary,Public,Casa Grande,Pinal,112,100,0,0,32.9320628,-111.7461284
84,Arizona,2018-19,Miles-Exploratory Learning Center,Public,Tucson,Pima,28,100,0,3.57,32.2210007,-110.9502224
85,Arizona,2018-19,Miller Elementary,Public,Tucson,Pima,89,100,0,0,32.1255401,-111.0369215
86,Arizona,2018-19,Mission View Elementary,Public,Tucson,Pima,27,100,0,0,32.1917909,-110.9718063
87,Arizona,2018-19,Mitchell Elementary,Public,Phoenix,Maricopa,58,100,0,0,33.4682238,-112.148618
88,Arizona,2018-19,Morgan Maxwell,Public,Tucson,Pima,27,100,0,0,32.2256276,-111.0276241
89,Arizona,2018-19,Mountain View Elementary,Public,Rio Rico,Santa Cruz,44,100,4.55,2.27,31.5059051,-111.0147862
90,Arizona,2018-19,Mountain Vista,Private,Oracle,Pinal,45,100,0,0,32.616188,-110.8004136
91,Arizona,2018-19,Moya Elementary,Public,Phoenix,Maricopa,67,100,0,0,33.4539782,-112.1479617
92,Arizona,2018-19,Myers-Ganoung Elementary,Public,Tucson,Pima,66,100,3.03,0,32.2029542,-110.8849546
93,Arizona,2018-19,Naco Elementary,Public,Naco,Cochise,34,100,0,0,31.3365288,-109.946943
94,Arizona,2018-19,New Vistas Academy,Private,Chandler,Maricopa,45,100,0,0,33.3148216,-111.8433697
95,Arizona,2018-19,Noor Academy Of Arizona,Private,Tempe,Maricopa,25,100,0,4,33.4040155,-111.9556575
96,Arizona,2018-19,Ochoa Elementary,Public,Tucson,Pima,29,100,0,0,32.2034752,-110.9705462
97,Arizona,2018-19,Omega Alpha Academy,Charter,Douglas,Cochise,21,100,0,0,31.348606,-109.532312
98,Arizona,2018-19,Orange Grove Elementary,Public,Somerton,Yuma,63,100,0,0,32.5889659,-114.6589744
99,Arizona,2018-19,Our Lady Of Lourdes Academy,Private,Nogales,Santa Cruz,24,100,0,4.17,31.356488,-110.9186975
100,Arizona,2018-19,Pan-American Elementary Charter,Charter,Phoenix,Maricopa,76,100,0,0,33.4944924,-112.1238011
101,Arizona,2018-19,Pecan Grove Elementary,Public,Yuma,Yuma,37,100,0,0,32.716009,-114.646347
102,Arizona,2018-19,Picacho,Public,Picacho,Pinal,23,100,0,0,32.7180646,-111.4972702
103,Arizona,2018-19,Pinon Elementary,Public,Pinon,Navajo,45,100,0,0,36.1109697,-110.2156581
104,Arizona,2018-19,Porter Elementary,Public,Mesa,Maricopa,68,100,1.47,0,33.3907103,-111.7720699
105,Arizona,2018-19,Pueblo Elementary,Charter,Scottsdale,Maricopa,81,100,0,7.41,33.5304542,-111.9058768
106,Arizona,2018-19,Pueblo Gardens Elementary,Public,Tucson,Pima,34,100,0,0,32.1961649,-110.9382477
107,Arizona,2018-19,Pusch Ridge Christian Academy,Private,Tucson,Pima,24,100,0,4.17,32.37726,-110.962306
108,Arizona,2018-19,Raul Grijalva Elementary,Public,Tucson,Pima,85,100,0,0,32.1479373,-111.0046397
109,Arizona,2018-19,Richard B Wilson Jr,Public,Tucson,Pima,61,100,0,1.64,32.4184876,-111.0184702
110,Arizona,2018-19,Rio Colorado Elementary,Public,San Luis,Yuma,69,100,0,0,32.4973928,-114.782474
111,Arizona,2018-19,Rio Vista Elementary,Public,Tucson,Pima,63,100,0,0,32.283485,-110.951301
112,Arizona,2018-19,Rivera Elementary,Public,Tucson,Pima,70,100,0,0,32.1587402,-110.9488008
113,Arizona,2018-19,Robert Bracker Elementary,Public,Nogales,Santa Cruz,41,100,0,0,31.403728,-110.969505
114,Arizona,2018-19,Ronald Reagan Fundamental,Public,Yuma,Yuma,66,100,0,0,32.6994842,-114.6580403
115,Arizona,2018-19,Roskruge Bilingual K-8,Public,Tucson,Pima,37,100,0,0,32.228453,-110.963284
116,Arizona,2018-19,Sacaton Elementary,Public,Sacaton,Pinal,83,100,0,0,33.0817024,-111.7616271
117,Arizona,2018-19,Safford Elementary,Public,Tucson,Pima,26,100,0,0,32.2181546,-110.9664822
118,Arizona,2018-19,Saint Cyril Of Alexandria,Private,Tucson,Pima,41,100,0,0,32.2438222,-110.8918288
119,Arizona,2018-19,Saint Elizabeth Ann Seton,Private,Tucson,Pima,34,100,0,0,32.363515,-111.02812
120,Arizona,2018-19,Saint Joseph Catholic,Private,Tucson,Pima,22,100,0,0,32.2188815,-110.8745023
121,Arizona,2018-19,Saint Louis The King,Private,Glendale,Maricopa,24,100,0,0,33.5306781,-112.1530322
122,Arizona,2018-19,Saint Peter Indian Mission,Private,Bapchule,Pinal,22,100,0,0,33.1364836,-111.8744713
123,Arizona,2018-19,Saint Thomas Aquinas Grade,Private,Avondale,Maricopa,41,100,0,0,33.4808805,-112.3552301
124,Arizona,2018-19,Saint Timothy Catholic,Private,Mesa,Maricopa,22,100,0,4.55,33.369368,-111.860184
125,Arizona,2018-19,Saints Peter & Paul Catholic,Private,Tucson,Pima,34,100,0,2.94,32.2402733,-110.9426536
126,Arizona,2018-19,Saints Simon And Jude,Private,Phoenix,Maricopa,40,100,0,0,33.5307683,-112.1157096
127,Arizona,2018-19,Sam Hughes Elementary,Public,Tucson,Pima,57,100,0,0,32.2314536,-110.9375776
128,Arizona,2018-19,San Cayetano Elementary,Public,Rio Rico,Santa Cruz,92,100,0,0,31.5077363,-111.0160561
129,Arizona,2018-19,Sanders Elementary,Public,Sanders,Apache,42,100,0,0,35.199159,-109.3134864
130,Arizona,2018-19,Santa Clara Elementary,Public,Tucson,Pima,70,100,0,0,32.1261038,-110.9827772
131,Arizona,2018-19,Santa Cruz Catholic,Private,Tucson,Pima,24,100,0,0,32.2064955,-110.9694561
132,Arizona,2018-19,Solomon Elementary,Public,Solomon,Graham,22,100,0,0,32.8135625,-109.6324929
133,Arizona,2018-19,South Pointe Public Charter Elementary,Charter,Phoenix,Maricopa,47,100,0,0,33.392627,-112.03705
134,Arizona,2018-19,Southgate Academy,Charter,Tucson,Pima,59,100,0,0,32.135352,-110.983547
135,Arizona,2018-19,Southwest Elementary,Public,Phoenix,Maricopa,55,100,0,0,33.3621786,-112.0882504
136,Arizona,2018-19,Summit View Elementary,Public,Tucson,Pima,68,100,0,0,32.0662935,-110.9436911
137,Arizona,2018-19,Sunridge Elementary,Public,Phoenix,Maricopa,89,100,0,0,33.459526,-112.194442
138,Arizona,2018-19,Sunset Elementary,Public,Phoenix,Maricopa,111,100,0,0,33.488335,-112.2007718
139,Arizona,2018-19,T G Barr,Public,Phoenix,Maricopa,39,100,0,0,33.38546,-112.036532
140,Arizona,2018-19,Tolson Elementary,Public,Tucson,Pima,55,100,0,0,32.2102428,-111.0207988
141,Arizona,2018-19,Town & Country Elementary,Public,Sierra Vista,Cochise,50,100,0,0,31.5406736,-110.2828975
142,Arizona,2018-19,Tres Rios Elementary,Public,Tolleson,Maricopa,73,100,0,0,33.4008725,-112.2789593
143,Arizona,2018-19,Tsaile Elementary,Public,Tsaile,Apache,62,100,0,0,36.3017116,-109.2098368
144,Arizona,2018-19,Tuscano Elementary,Public,Phoenix,Maricopa,94,100,0,1.06,33.4146743,-112.2314464
145,Arizona,2018-19,Valley Horizon Elementary,Public,Yuma,Yuma,61,100,0,0,32.6899881,-114.6771097
146,Arizona,2018-19,Valley View,Public,Phoenix,Maricopa,57,100,0,0,33.371376,-112.084425
147,Arizona,2018-19,Van Buskirk Elementary,Public,Tucson,Pima,47,100,0,0,32.1712891,-110.9598526
148,Arizona,2018-19,W F Killip Elementary,Public,Flagstaff,Coconino,57,100,0,0,35.2116153,-111.6157943
149,Arizona,2018-19,Wheeler Elementary,Public,Tucson,Pima,58,100,1.72,0,32.1990624,-110.8498173
150,Arizona,2018-19,Whitman Elementary,Public,Mesa,Maricopa,106,100,0,0.94,33.4491008,-111.8336292
151,Arizona,2018-19,Academy Of Math And Science - Desert Sky,Charter,Phoenix,Maricopa,145,99.31,0,0,33.465158,-112.182679
152,Arizona,2018-19,Mountain View Elementary,Public,Phoenix,Maricopa,145,99.31,0,1.38,33.581589,-112.0839212
153,Arizona,2018-19,Litchfield Elementary,Public,Litchfield Park,Maricopa,137,99.27,0,2.92,33.4925498,-112.3568599
154,Arizona,2018-19,Wilson Elementary,Public,Phoenix,Maricopa,137,99.27,0,0.73,33.4542391,-112.0175564
155,Arizona,2018-19,Arizona Charter Academy,Charter,Surprise,Maricopa,124,99.19,0,0.81,33.6292513,-112.3418035
156,Arizona,2018-19,Westwind Primary,Public,Phoenix,Maricopa,123,99.19,0,0.81,33.5021158,-112.2526524
157,Arizona,2018-19,Palmcroft Elementary,Public,Yuma,Yuma,120,99.17,0,0.83,32.6739786,-114.6297181
158,Arizona,2018-19,Imagine Elementary At Avondale,Charter,Avondale,Maricopa,113,99.12,0,0.88,33.4429307,-112.3385351
159,Arizona,2018-19,Mabel Padgett Elementary,Public,Goodyear,Maricopa,108,99.07,0.93,2.78,33.4992996,-112.3904559
160,Arizona,2018-19,Ocotillo,Public,Phoenix,Maricopa,103,99.03,0,1.94,33.5339582,-112.1278761
161,Arizona,2018-19,West Elementary,Public,Coolidge,Pinal,98,98.98,0,1.02,32.9743378,-111.5293165
162,Arizona,2018-19,Sunburst Elementary,Public,Glendale,Maricopa,97,98.97,0,3.09,33.6150776,-112.161185
163,Arizona,2018-19,Borman Elementary,Public,Tucson,Pima,94,98.94,0,0,32.1887548,-110.8631808
164,Arizona,2018-19,Mary Belle Mccorkle,Public,Tucson,Pima,93,98.92,0,0,32.1703582,-111.0025747
165,Arizona,2018-19,Prince Elementary,Public,Tucson,Pima,93,98.92,0,1.08,32.2725481,-110.9706473
166,Arizona,2018-19,Michael Anderson,Public,Avondale,Maricopa,91,98.9,0,0,33.4337186,-112.351566
167,Arizona,2018-19,Copper View Elementary,Public,Sahuarita,Pima,89,98.88,0,1.12,31.9558632,-110.9770423
168,Arizona,2018-19,Frank Borman Middle,Public,Phoenix,Maricopa,86,98.84,1.16,1.16,33.4903127,-112.1771596
169,Arizona,2018-19,Lake Pleasant Elementary,Public,Peoria,Maricopa,86,98.84,0,1.16,33.7679677,-112.3456092
170,Arizona,2018-19,Cotton Boll,Public,Peoria,Maricopa,85,98.82,0,1.18,33.5599708,-112.2433501
171,Arizona,2018-19,Holmes Elementary,Public,Mesa,Maricopa,85,98.82,0,1.18,33.3975472,-111.8148451
172,Arizona,2018-19,Sun Canyon Elementary,Public,Phoenix,Maricopa,85,98.82,0,0,33.431363,-112.2351709
173,Arizona,2018-19,Weitzel's Puente De Hozho Bilinqual,Public,Flagstaff,Coconino,85,98.82,0,1.18,35.2197277,-111.6152325
174,Arizona,2018-19,Esperanza Elementary,Public,Tucson,Pima,84,98.81,1.19,1.19,32.1556358,-110.9360096
175,Arizona,2018-19,Esperanza Elementary School-85009,Public,Phoenix,Maricopa,83,98.8,0,1.2,33.4646649,-112.125341
176,Arizona,2018-19,John F Kennedy Elementary,Public,Phoenix,Maricopa,83,98.8,1.2,1.2,33.3841905,-112.0574449
177,Arizona,2018-19,Valle Del Encanto Learning Center,Public,Somerton,Yuma,83,98.8,0,1.2,32.5992555,-114.7175988
178,Arizona,2018-19,Desert Mirage Elementary,Public,Glendale,Maricopa,82,98.78,0,1.22,33.5278555,-112.2429849
179,Arizona,2018-19,Gary A Knox Elementary,Public,Yuma,Yuma,81,98.77,0,1.23,32.6745148,-114.646852
180,Arizona,2018-19,Excelencia,Public,Phoenix,Maricopa,80,98.75,0,1.25,33.4650314,-112.035342
181,Arizona,2018-19,Hartford Sylvia Encinas Elementary,Public,Chandler,Maricopa,80,98.75,0,2.5,33.3154255,-111.8509438
182,Arizona,2018-19,Gateway,Public,Phoenix,Maricopa,79,98.73,0,1.27,33.4618437,-112.0071162
183,Arizona,2018-19,Loma Linda Elementary,Public,Phoenix,Maricopa,79,98.73,0,0,33.4920649,-112.03726
184,Arizona,2018-19,P T Coe Elementary,Public,Phoenix,Maricopa,79,98.73,0,1.27,33.4780394,-112.1426056
185,Arizona,2018-19,Copper King Elementary,Public,Phoenix,Maricopa,78,98.72,0,1.28,33.5020914,-112.2918181
186,Arizona,2018-19,Drexel Elementary,Public,Tucson,Pima,77,98.7,0,1.3,32.1499961,-110.9596981
187,Arizona,2018-19,Sunset Vista Elementary,Public,Glendale,Maricopa,77,98.7,1.3,1.3,33.5441964,-112.2268092
188,Arizona,2018-19,Sheely Farms Elementary,Public,Phoenix,Maricopa,76,98.68,0,1.32,33.4737402,-112.2628848
189,Arizona,2018-19,Cordova Elementary,Public,Phoenix,Maricopa,75,98.67,0,1.33,33.519264,-112.133103
190,Arizona,2018-19,Willcox Elementary,Public,Willcox,Cochise,75,98.67,0,0,32.2567059,-109.8358842
191,Arizona,2018-19,Crown Charter,Charter,Litchfield Park,Maricopa,74,98.65,0,1.35,33.529962,-112.3277696
192,Arizona,2018-19,Riverview,Public,El Mirage,Maricopa,74,98.65,0,4.05,33.5990051,-112.3117033
193,Arizona,2018-19,Alta E Butler,Public,Phoenix,Maricopa,73,98.63,0,0,33.4583334,-112.1421923
194,Arizona,2018-19,Harold W Smith,Public,Glendale,Maricopa,73,98.63,0,0,33.5328593,-112.1953547
195,Arizona,2018-19,Laveen Elementary,Public,Laveen,Maricopa,73,98.63,0,1.37,33.3568174,-112.1497954
196,Arizona,2018-19,Madison Traditional Academy,Public,Phoenix,Maricopa,73,98.63,0,1.37,33.5303206,-112.0611953
197,Arizona,2018-19,Tucson Country Day,Charter,Tucson,Pima,73,98.63,1.37,0,32.2435572,-110.7954578
198,Arizona,2018-19,Tumbleweed Elementary,Public,Phoenix,Maricopa,73,98.63,0,1.37,33.594039,-112.1448084
199,Arizona,2018-19,Apache Elementary,Public,Peoria,Maricopa,71,98.59,0,1.41,33.6484491,-112.2446094
200,Arizona,2018-19,Western Peaks Elementary,Public,Surprise,Maricopa,71,98.59,0,2.82,33.629343,-112.448181
201,Arizona,2018-19,William T Machan Elementary,Public,Phoenix,Maricopa,70,98.57,0,0,33.4779931,-112.0353411
202,Arizona,2018-19,Pioneer Preparatory - A Challenge Foundation,Charter,Phoenix,Maricopa,69,98.55,0,1.45,33.4917797,-112.200226
203,Arizona,2018-19,Westpark Elementary,Public,Buckeye,Maricopa,69,98.55,0,1.45,33.4216275,-112.6056361
204,Arizona,2018-19,Boulder Creek Elementary,Public,Mesa,Maricopa,66,98.48,0,0,33.3602123,-111.660533
205,Arizona,2018-19,Copper Canyon Elementary,Public,Scottsdale,Maricopa,66,98.48,0,1.52,33.6467872,-111.9652906
206,Arizona,2018-19,George Washington Carver Elementary,Public,Yuma,Yuma,66,98.48,0,0,32.7171017,-114.6358912
207,Arizona,2018-19,Maurice C Cash,Public,Phoenix,Maricopa,66,98.48,0,0,33.4003565,-112.1413509
208,Arizona,2018-19,North Ranch Elementary,Public,Scottsdale,Maricopa,66,98.48,0,1.52,33.6359663,-111.9495004
209,Arizona,2018-19,Ironwood,Public,Casa Grande,Pinal,65,98.46,0,1.54,32.8916387,-111.7277431
210,Arizona,2018-19,Sundance Elementary School-85345,Public,Peoria,Maricopa,65,98.46,0,0,33.5882382,-112.2106081
211,Arizona,2018-19,Whittier Elementary School-85201,Public,Mesa,Maricopa,65,98.46,0,6.15,33.4288895,-111.8641126
212,Arizona,2018-19,Mohave Accelerated Elementary,Charter,Bullhead City,Mohave,64,98.44,0,1.56,35.1010798,-114.6256056
213,Arizona,2018-19,Salt River Elementary,Private,Scottsdale,Maricopa,64,98.44,0,1.56,33.5063918,-111.8313223
214,Arizona,2018-19,Alice Byrne Elementary,Public,Yuma,Yuma,62,98.39,0,1.61,32.6980706,-114.6297806
215,Arizona,2018-19,Canyon Breeze Elementary,Public,Avondale,Maricopa,62,98.39,0,1.61,33.4707944,-112.3116759
216,Arizona,2018-19,Las Brisas Academy,Public,Goodyear,Maricopa,62,98.39,0,1.61,33.4091552,-112.4508757
217,Arizona,2018-19,Rancho Gabriela Elementary,Public,Surprise,Maricopa,62,98.39,0,1.61,33.5878609,-112.387641
218,Arizona,2018-19,Saddleback Elementary,Public,Maricopa,Pinal,62,98.39,0,1.61,33.0472671,-112.0147555
219,Arizona,2018-19,Sunset Ridge Elementary-85305,Public,Glendale,Maricopa,62,98.39,0,3.23,33.5169431,-112.2428995
220,Arizona,2018-19,Centennial Elementary,Public,Tucson,Pima,61,98.36,1.64,1.64,32.2876904,-111.0138094
221,Arizona,2018-19,Lehi Elementary,Public,Mesa,Maricopa,61,98.36,1.64,1.64,33.4619949,-111.8040419
222,Arizona,2018-19,Sunland Elementary,Public,Phoenix,Maricopa,61,98.36,1.64,1.64,33.3967587,-112.0815436
223,Arizona,2018-19,Bicentennial South,Public,Glendale,Maricopa,121,98.35,0,1.65,33.5123547,-112.2148977
224,Arizona,2018-19,Rice,Public,San Carlos,Gila,121,98.35,0,0,33.3561679,-110.4528774
225,Arizona,2018-19,Discovery,Public,Glendale,Maricopa,60,98.33,0,1.67,33.528857,-112.22797
226,Arizona,2018-19,Gowan Science Academy,Public,Yuma,Yuma,60,98.33,0,1.67,32.699404,-114.6681558
227,Arizona,2018-19,Frances Owen Holaway Elementary,Public,Tucson,Pima,59,98.31,0,1.69,32.2707841,-110.9477078
228,Arizona,2018-19,Nevitt Elementary,Public,Phoenix,Maricopa,118,98.31,0,1.69,33.3873978,-111.9839621
229,Arizona,2018-19,Mendoza Elementary,Public,Mesa,Maricopa,58,98.28,0,5.17,33.44428,-111.7049932
230,Arizona,2018-19,John F Long,Public,Phoenix,Maricopa,115,98.26,0,1.74,33.501299,-112.176105
231,Arizona,2018-19,Barbara B Robey Elementary,Public,Litchfield Park,Maricopa,114,98.25,0,1.75,33.5131373,-112.3299567
232,Arizona,2018-19,Continental Elementary,Public,Green Valley,Pima,57,98.25,0,1.75,31.843959,-110.959117
233,Arizona,2018-19,Madison Elementary,Public,Mesa,Maricopa,57,98.25,0,1.75,33.4005276,-111.7132545
234,Arizona,2018-19,Sarah Marley,Public,Douglas,Cochise,57,98.25,0,0,31.3410435,-109.5502144
235,Arizona,2018-19,Taft Elementary,Public,Mesa,Maricopa,57,98.25,0,3.51,33.4268951,-111.6195502
236,Arizona,2018-19,Whiteriver Elementary,Public,Whiteriver,Navajo,57,98.25,0,0,33.8323629,-109.9706038
237,Arizona,2018-19,Agua Caliente,Public,Tucson,Pima,56,98.21,0,1.79,32.2808099,-110.7481927
238,Arizona,2018-19,Corte Sierra Elementary,Public,Avondale,Maricopa,112,98.21,0,1.79,33.4869238,-112.3340413
239,Arizona,2018-19,Desert View Academy,Charter,Yuma,Yuma,168,98.21,0,2.38,32.6978317,-114.6647455
240,Arizona,2018-19,Palo Verde,Public,Casa Grande,Pinal,56,98.21,0,1.79,32.8733652,-111.7415304
241,Arizona,2018-19,Anna Henry Elementary,Public,Tucson,Pima,55,98.18,0,1.82,32.228802,-110.7977467
242,Arizona,2018-19,Ocotillo Elementary,Public,Tucson,Pima,110,98.18,0,1.82,32.1481519,-110.9439843
243,Arizona,2018-19,Sunset Ridge Elementary-85086,Public,Phoenix,Maricopa,55,98.18,0,1.82,33.809221,-112.131486
244,Arizona,2018-19,Sahuaro,Public,Phoenix,Maricopa,54,98.15,0,3.7,33.6031826,-112.1291792
245,Arizona,2018-19,William R Sullivan Elementary,Public,Phoenix,Maricopa,54,98.15,0,1.85,33.448568,-112.127204
246,Arizona,2018-19,Starlight Park,Public,Phoenix,Maricopa,107,98.13,0,0,33.4878493,-112.2304226
247,Arizona,2018-19,Desert Mesa Elementary,Public,Yuma,Yuma,105,98.1,0,1.9,32.685654,-114.505979
248,Arizona,2018-19,Capitol Elementary,Public,Phoenix,Maricopa,52,98.08,0,1.92,33.4522301,-112.094852
249,Arizona,2018-19,Carmichael Elementary,Public,Sierra Vista,Cochise,52,98.08,3.85,1.92,31.562682,-110.2992417
250,Arizona,2018-19,Oro Grande Elementary,Public,Lake Havasu City,Mohave,52,98.08,0,1.92,34.4639215,-114.2713945
251,Arizona,2018-19,Orangewood Elementary,Public,Phoenix,Maricopa,103,98.06,0,2.91,33.5450034,-112.0967004
252,Arizona,2018-19,Adams Elementary,Public,Mesa,Maricopa,102,98.04,0.98,1.96,33.401518,-111.8667592
253,Arizona,2018-19,Bonillas Elementary Basic Curriculum Magn,Public,Tucson,Pima,51,98.04,5.88,1.96,32.2146846,-110.8908484
254,Arizona,2018-19,Centerra Mirage Elementary,Public,Goodyear,Maricopa,51,98.04,0,1.96,33.4425296,-112.3862367
255,Arizona,2018-19,Ira A Murphy,Public,Peoria,Maricopa,51,98.04,0,1.96,33.5796232,-112.2139215
256,Arizona,2018-19,Liberty Elementary School-85254,Public,Scottsdale,Maricopa,51,98.04,0,5.88,33.6199294,-111.9702712
257,Arizona,2018-19,Villa De Paz Elementary,Public,Phoenix,Maricopa,51,98.04,0,0,33.5071202,-112.2845532
258,Arizona,2018-19,Coronado K-8,Public,Tucson,Pima,50,98,0,2,32.4757016,-110.9205687
259,Arizona,2018-19,Indian Wells Elementary,Public,Indian Wells,Navajo,50,98,0,2,35.3997993,-110.0695172
260,Arizona,2018-19,W V Whitmore Elementary,Public,Tucson,Pima,50,98,0,2,32.2575286,-110.8790235
261,Arizona,2018-19,Anza Trail Elementary,Public,Sahuarita,Pima,98,97.96,0,2.04,31.9695391,-110.9748443
262,Arizona,2018-19,Curiel,Public,Eloy,Pinal,98,97.96,2.04,0,32.7597004,-111.5602002
263,Arizona,2018-19,Imagine Elementary At Cortez Park,Charter,Phoenix,Maricopa,98,97.96,0,1.02,33.5659276,-112.13485
264,Arizona,2018-19,Ironwood Elementary,Public,Tucson,Pima,98,97.96,0,1.02,32.3780012,-111.0368098
265,Arizona,2018-19,Palomino Primary,Public,Phoenix,Maricopa,146,97.95,0,1.37,33.6323321,-112.019
266,Arizona,2018-19,Charles W Harris Elementary,Public,Phoenix,Maricopa,97,97.94,0,0,33.4727283,-112.178446
267,Arizona,2018-19,G Frank Davidson,Public,Phoenix,Maricopa,97,97.94,0,0,33.486232,-112.210741
268,Arizona,2018-19,Tierra Del Sol Elementary,Public,Somerton,Yuma,97,97.94,0,0,32.5883512,-114.7087348
269,Arizona,2018-19,Flora Thew Elementary,Public,Tempe,Maricopa,96,97.92,0,3.13,33.4173339,-111.8952386
270,Arizona,2018-19,Las Brisas Elementary,Public,Glendale,Maricopa,96,97.92,0,4.17,33.7044048,-112.1851464
271,Arizona,2018-19,Sirrine Elementary,Public,Chandler,Maricopa,48,97.92,2.08,2.08,33.3431779,-111.8500582
272,Arizona,2018-19,William C Jack,Public,Glendale,Maricopa,142,97.89,0.7,2.11,33.5175109,-112.2009444
273,Arizona,2018-19,Country Place Elementary,Public,Tolleson,Maricopa,94,97.87,0,2.13,33.4175453,-112.2785842
274,Arizona,2018-19,Ford Elementary,Public,Tucson,Pima,47,97.87,0,2.13,32.1848347,-110.8214113
275,Arizona,2018-19,Harvest Preparatory Academy - Goodyear,Charter,Goodyear,Maricopa,47,97.87,0,2.13,33.4518816,-112.3797951
276,Arizona,2018-19,Knox Elementary,Public,Chandler,Maricopa,94,97.87,0,3.19,33.3250748,-111.8526262
277,Arizona,2018-19,Magnet Traditional,Public,Phoenix,Maricopa,47,97.87,0,0,33.4771586,-112.1088048
278,Arizona,2018-19,Marshall Elementary,Public,Tucson,Pima,47,97.87,0,2.13,32.1986201,-110.7991336
279,Arizona,2018-19,Mission Manor Elementary,Public,Tucson,Pima,92,97.83,0,0,32.1419155,-110.9786939
280,Arizona,2018-19,Tartesso Elementary,Public,Buckeye,Maricopa,92,97.83,0,2.17,33.4905364,-112.6882019
281,Arizona,2018-19,Dorothy Stinson,Public,Safford,Graham,91,97.8,0,0,32.8158497,-109.7148954
282,Arizona,2018-19,Lincoln Elementary,Public,Mesa,Maricopa,91,97.8,0,2.2,33.3978943,-111.8282139
283,Arizona,2018-19,Harold Steele Elementary,Public,Tucson,Pima,45,97.78,0,2.22,32.2126067,-110.8137939
